pizza_index,raw_menus,time_stamps,menus_clean,garnish,title
452,"Crushed tomato, red onion, Asiago cheese, mozzarella cheese;  garnished with garlic olive oil, oregano, Italian parsley",2020-01-13 07:01:43,"crushed tomato, red onion, asiago cheese, mozzarella cheese","  garnished with garlic olive oil, oregano, Italian parsley",
453,"Cremini mushroom, caramelized onion, baby spinach, pine nut, mozzarella cheese, fresh Asiago cheese;  garnished with garlic olive oil , Italian parsley",2020-02-15 18:14:47,"cremini mushroom, caramelized onion, baby spinach, pine nut, mozzarella cheese, fresh asiago cheese","  garnished with garlic olive oil , Italian parsley",
454,"Artichoke, baby spinach, fresh Berkeley-made ricotta cheese (Belfiore), mozzarella cheese;  garnished with garlic olive oil, organic lemon zest, Italian parsley",2020-02-15 18:14:47,"artichoke, baby spinach, fresh berkeley-made ricotta cheese (belfiore), mozzarella cheese","  garnished with garlic olive oil, organic lemon zest, Italian parsley",
470,"Artichoke, baby spinach, fresh ricotta made in Berkeley by Belfiore, mozzarella, lemon zest, garlic olive oil, Italian parsley",2020-06-03 19:19:25,"artichoke, baby spinach, fresh ricotta made in berkeley by belfiore, mozzarella, lemon zest, garlic olive oil, italian parsley",,
472," Our house made tomato sauce topped with mozzarella , Parmigiano Reggiano , garnished with arugula dressed in lemon vinaigrette",2020-06-03 19:19:25," our house made tomato sauce topped with mozzarella , parmigiano reggiano , garnished with arugula dressed in lemon vinaigrette",,
473,"Crimini mushroom, red onion, goat cheese (Skyhill Farms), mozzarella, garlic olive oil, Italian parsley",2020-06-03 19:19:25,"crimini mushroom, red onion, goat cheese (skyhill farms), mozzarella, garlic olive oil, italian parsley",,
474," Zucchini, fresh ricotta made in Berkeley by Belfiore, mozzarella cheese, basil pesto (contains pine nut)",2020-06-17 04:47:14," zucchini, fresh ricotta made in berkeley by belfiore, mozzarella cheese, basil pesto (contains pine nut)",,
475," Shiitake mushroom, leek, mozzarella cheese, sesame-ginger sauce",2020-06-17 04:47:14," shiitake mushroom, leek, mozzarella cheese, sesame-ginger sauce",,
476," In celebration of Juneteenth!Okra, tomato, Skyhill Farms goat cheese, mozzarella cheese, garlic olive oil, cilantro",2020-06-17 04:47:14," in celebration of juneteenth!okra, tomato, skyhill farms goat cheese, mozzarella cheese, garlic olive oil, cilantro",,
477," House made smoky tomato sauce , mozzarella cheese garnished with arugula dressed in lemon vinaigrette",2020-06-17 04:47:14," house made smoky tomato sauce , mozzarella cheese garnished with arugula dressed in lemon vinaigrette",,
478,"  Cremini mushroom, truffle Pecorino cheese, mozzarella cheese, garlic olive oil, Italian parsley",2020-06-17 04:47:14,"  cremini mushroom, truffle pecorino cheese, mozzarella cheese, garlic olive oil, italian parsley",,
479," Zucchini, fresh ricotta made in Berkeley by Belfiore, mozzarella cheese, basil pesto (contains pine nut)",2020-06-17 04:47:17," zucchini, fresh ricotta made in berkeley by belfiore, mozzarella cheese, basil pesto (contains pine nut)",,
480," Shiitake mushroom, leek, mozzarella cheese, sesame-ginger sauce",2020-06-17 04:47:17," shiitake mushroom, leek, mozzarella cheese, sesame-ginger sauce",,
481," In celebration of Juneteenth!Okra, tomato, Skyhill Farms goat cheese, mozzarella cheese, garlic olive oil, cilantro",2020-06-17 04:47:17," in celebration of juneteenth!okra, tomato, skyhill farms goat cheese, mozzarella cheese, garlic olive oil, cilantro",,
482," House made smoky tomato sauce , mozzarella cheese garnished with arugula dressed in lemon vinaigrette",2020-06-17 04:47:17," house made smoky tomato sauce , mozzarella cheese garnished with arugula dressed in lemon vinaigrette",,
483,"  Cremini mushroom, truffle Pecorino cheese, mozzarella cheese, garlic olive oil, Italian parsley",2020-06-17 04:47:17,"  cremini mushroom, truffle pecorino cheese, mozzarella cheese, garlic olive oil, italian parsley",,
484," Zucchini, fresh ricotta made in Berkeley by Belfiore, mozzarella cheese, basil pesto (contains pine nut)",2020-06-17 04:47:19," zucchini, fresh ricotta made in berkeley by belfiore, mozzarella cheese, basil pesto (contains pine nut)",,
485," Shiitake mushroom, leek, mozzarella cheese, sesame-ginger sauce",2020-06-17 04:47:19," shiitake mushroom, leek, mozzarella cheese, sesame-ginger sauce",,
486," In celebration of Juneteenth!Okra, tomato, Skyhill Farms goat cheese, mozzarella cheese, garlic olive oil, cilantro",2020-06-17 04:47:19," in celebration of juneteenth!okra, tomato, skyhill farms goat cheese, mozzarella cheese, garlic olive oil, cilantro",,
487," House made smoky tomato sauce , mozzarella cheese garnished with arugula dressed in lemon vinaigrette",2020-06-17 04:47:19," house made smoky tomato sauce , mozzarella cheese garnished with arugula dressed in lemon vinaigrette",,
488,"  Cremini mushroom, truffle Pecorino cheese, mozzarella cheese, garlic olive oil, Italian parsley",2020-06-17 04:47:19,"  cremini mushroom, truffle pecorino cheese, mozzarella cheese, garlic olive oil, italian parsley",,
132,"Four Cheese Pizza: Mozzarella, Prima Donna aged Gouda, Danish Blue, Parmesan, yellow, red, green onion, garlic olive oil, parsley , oregano ",2015-03-04 08:44:39," mozzarella, prima donna aged gouda, danish blue, parmesan, yellow, red, green onion, garlic olive oil, parsley , oregano ",,four cheese pizza
136,"Pizza: Roma tomato, red onion, mozzarella , Bulgarian feta cheeses, garlic olive oil, lemon juice, lemon zest, cilantro",2015-06-19 06:02:40," roma tomato, red onion, mozzarella , bulgarian feta cheeses, garlic olive oil, lemon juice, lemon zest, cilantro",,pizza
138,"Pizza: Roma tomato, red onion, mozzarella , Bulgarian feta cheese, garlic olive oil, lemon juice, lemon zest, cilantro",2015-08-10 17:36:32," roma tomato, red onion, mozzarella , bulgarian feta cheese, garlic olive oil, lemon juice, lemon zest, cilantro",,pizza
140,"Pizza: Organic house made tomato sauce, mozzarella , Parmigiano Reggiano cheeses, arugula in a lemon vinaigrette ",2015-09-05 09:17:56," organic house made tomato sauce, mozzarella , parmigiano reggiano cheeses, arugula in a lemon vinaigrette ",,pizza
142,"Pizza: Organic house made tomato sauce, mozzarella , Parmigiano Reggiano cheeses, arugula in a lemon vinaigrette ",2015-09-07 02:13:48," organic house made tomato sauce, mozzarella , parmigiano reggiano cheeses, arugula in a lemon vinaigrette ",,pizza
144,"Pizza: *Four Cheese Pizza* BelGioioso Provolone, Parmigiano, Mozzarella , Blue cheese, white , green onion, garlic olive oil, parsley , oregano",2015-10-08 08:26:12," *four cheese pizza* belgioioso provolone, parmigiano, mozzarella , blue cheese, white , green onion, garlic olive oil, parsley , oregano",,pizza
146,"Pizza: Butternut squash, caramelized onion, mozzarella , Comte cheeses, rosemary oil, fresh herbs",2015-10-26 06:37:58," butternut squash, caramelized onion, mozzarella , comte cheeses, rosemary oil, fresh herbs",,pizza
148,"Pizza: Broccolini, red onion, mozzarella , aged cheddar cheeses, garlic olive oil, lemon zest, parsley",2015-11-03 06:45:27," broccolini, red onion, mozzarella , aged cheddar cheeses, garlic olive oil, lemon zest, parsley",,pizza
150,"Pizza: Bell pepper, olive tapenade, mozzarella , Valbreso feta cheese, garlic olive oil, parsley",2015-11-10 06:45:27," bell pepper, olive tapenade, mozzarella , valbreso feta cheese, garlic olive oil, parsley",,pizza
152,"Pizza: Bartlett pear, caramelized onion, *walnut*, mozzarella , Dunbarton blue cheese, arugula in a preserved lemon vinaigrette",2015-11-19 00:22:05," bartlett pear, caramelized onion, *walnut*, mozzarella , dunbarton blue cheese, arugula in a preserved lemon vinaigrette",,pizza
154,"Pizza: Crushed tomato, red onion, mozzarella , aged Belgioioso asiago cheeses, garlic olive oil, parsley , oregano ",2015-11-27 16:55:22," crushed tomato, red onion, mozzarella , aged belgioioso asiago cheeses, garlic olive oil, parsley , oregano ",,pizza
156,"Pizza: Red bell pepper, onion, mozzarella , Valbreso feta, kalamata olive tapenade, parsley",2016-02-03 04:33:03," red bell pepper, onion, mozzarella , valbreso feta, kalamata olive tapenade, parsley",,pizza
158,Pizza: ,2016-03-07 23:20:18, ,,pizza
160,"Pizza: Cremini mushroom, baby spinach, caramelized onion, mozzarella , Montalban cheese, Pine nut, garlic olive oil, parsley",2016-03-11 20:26:46," cremini mushroom, baby spinach, caramelized onion, mozzarella , montalban cheese, pine nut, garlic olive oil, parsley",,pizza
162,"Pizza: Cremini mushroom, baby spinach, caramelized onion, mozzarella , Montalban cheese, Pine nut, garlic olive oil, parsley",2016-03-14 13:55:33," cremini mushroom, baby spinach, caramelized onion, mozzarella , montalban cheese, pine nut, garlic olive oil, parsley",,pizza
164,Pizza: ,2016-03-21 03:03:33, ,,pizza
166,"Pizza: Crushed  tomato, red onion, mozzarella , Parmigiano-Reggiano cheese, garlic olive oil, parsley, oregano",2016-03-30 06:09:51," crushed  tomato, red onion, mozzarella , parmigiano-reggiano cheese, garlic olive oil, parsley, oregano",,pizza
168,"Pizza: Crushed  tomato, red onion, mozzarella , Parmigiano-Reggiano cheese, garlic olive oil, parsley, oregano",2016-04-01 19:53:02," crushed  tomato, red onion, mozzarella , parmigiano-reggiano cheese, garlic olive oil, parsley, oregano",,pizza
172,"Pizza: Red bell pepper, onion, mozzarella , Valbreso feta cheese, kalamata olive tapenade, parsley ",2016-04-13 19:51:50," red bell pepper, onion, mozzarella , valbreso feta cheese, kalamata olive tapenade, parsley ",,pizza
174,"Pizza: Cremini mushroom, baby dino kale, mozzarella , fresh Capricho de Cabra goat cheese, garlic olive oil, parsley , oregano ",2016-04-22 00:40:04," cremini mushroom, baby dino kale, mozzarella , fresh capricho de cabra goat cheese, garlic olive oil, parsley , oregano ",,pizza
176,"Pizza:  Summer squash, onion, mozzarella , Parmesan cheese, toasted garlic, Pine nut, garlic olive oil, basil",2016-04-26 18:48:04,"  summer squash, onion, mozzarella , parmesan cheese, toasted garlic, pine nut, garlic olive oil, basil",,pizza
178,"Pizza:  Summer squash, onion, mozzarella , Parmesan cheese, toasted garlic, Pine nut, garlic olive oil, basil",2016-04-30 20:00:19,"  summer squash, onion, mozzarella , parmesan cheese, toasted garlic, pine nut, garlic olive oil, basil",,pizza
180,"Pizza: Four cheese pizza: mozzarella, Fontina, local Belfiore ricotta, Parmesan, onion, basil pine nut pesto",2016-05-06 12:11:10, four cheese pizza,,pizza
182,"Pizza: Four cheese pizza: mozzarella, Fontina, local Belfiore ricotta, Parmesan, onion, basil pine nut pesto",2016-05-08 00:46:04, four cheese pizza,,pizza
184,"Pizza: Artichoke heart, baby spinach, mozzarella , Moliterno truffle Pecorino, garlic olive oil, parsley, lemon zest",2016-05-15 23:45:54," artichoke heart, baby spinach, mozzarella , moliterno truffle pecorino, garlic olive oil, parsley, lemon zest",,pizza
186,Pizza: ,2016-05-23 13:58:28, ,,pizza
188,"Pizza: Cherry tomato, red onion, mozzarella , Parmesan cheese, toasted garlic, garlic olive oil, parsley , oregano
",2016-06-01 01:31:16," cherry tomato, red onion, mozzarella , parmesan cheese, toasted garlic, garlic olive oil, parsley , oregano
",,pizza
190,"Pizza: Cheese Board made tomato sauce, mozzarella , buffalo Parmesan cheese, wild arugula in a lemon vinaigrette",2016-06-09 02:57:47," cheese board made tomato sauce, mozzarella , buffalo parmesan cheese, wild arugula in a lemon vinaigrette",,pizza
192,"Pizza: Broccolini, red onion, smoked mozzarella cheese, garlic olive oil, oregano, parsley",2016-06-17 02:33:45," broccolini, red onion, smoked mozzarella cheese, garlic olive oil, oregano, parsley",,pizza
194,"Pizza: Cremini mushroom, onion, mozzarella , Montalban manchego cheese, arugula in a lemon vinaigrette",2016-06-25 18:56:29," cremini mushroom, onion, mozzarella , montalban manchego cheese, arugula in a lemon vinaigrette",,pizza
196,"Pizza: Cremini mushroom, onion, mozzarella , fresh Caprichio de Cabra goat cheese, garlic olive oil, parsley, oregano",2016-07-03 02:29:11," cremini mushroom, onion, mozzarella , fresh caprichio de cabra goat cheese, garlic olive oil, parsley, oregano",,pizza
198,"Pizza: Four Cheese Pizza: Mozzarella, fresh Asiago, Dunbarton Blue, Parmesan, yellow, red, green onion, garlic olive oil, parsley, oregano  ",2016-07-12 19:51:03, four cheese pizza,,pizza
200,"Pizza: Four Cheese Pizza: Mozzarella, fresh Asiago, Dunbarton Blue, Parmesan, yellow, red, green onion, garlic olive oil, parsley, oregano  ",2016-07-14 04:42:35, four cheese pizza,,pizza
202,"Pizza: Heirloom cherry tomato, onion, mozzarella , Parmesan cheese, garlic olive oil, parsley ",2016-07-23 14:25:27," heirloom cherry tomato, onion, mozzarella , parmesan cheese, garlic olive oil, parsley ",,pizza
204,Pizza: ,2016-07-25 02:35:34, ,,pizza
208,"Pizza: Cherry tomato, red onion, mozzarella , Valbreso feta cheese, garlic olive oil, cilantro, lemon juice, lemon zest",2016-08-11 15:58:24," cherry tomato, red onion, mozzarella , valbreso feta cheese, garlic olive oil, cilantro, lemon juice, lemon zest",,pizza
210,"Pizza: Cremini mushroom, onion, mozzarella , Montalban Manchego  cheese, arugula with a lemon vinaigrette",2016-08-23 06:54:53," cremini mushroom, onion, mozzarella , montalban manchego  cheese, arugula with a lemon vinaigrette",,pizza
212,"Pizza: Zucchini, red bell pepper, mozzarella , Sky Hill fresh goat cheese, Kalamata olive, garlic olive oil, parsley, oregano ",2016-09-07 09:07:12," zucchini, red bell pepper, mozzarella , sky hill fresh goat cheese, kalamata olive, garlic olive oil, parsley, oregano ",,pizza
214,Pizza: ,2016-09-18 14:22:01, ,,pizza
216,"Pizza: Four cheese pizza: mozzarella, fresh Asiago, Parmesan, Dunbarton blue cheese, red, green, yellow onion, garlic olive oil, parsley, oregano ",2016-09-23 18:02:26, four cheese pizza,,pizza
218,"Pizza: Four cheese pizza: mozzarella, fresh Asiago, Parmesan, Dunbarton blue cheese, red, green, yellow onion, garlic olive oil, parsley, oregano ",2016-09-25 05:17:02, four cheese pizza,,pizza
220,Pizza: ,2016-10-16 10:33:55, ,,pizza
222,"Pizza: End of the season corn week! Last corn pizzas of the year:  roasted corn, Olson farm heirloom tomato, mozzarella , Queso Fresco, garlic olive oil, lemon juice, lemon zest, cilantro",2016-10-21 17:43:46, end of the season corn week! last corn pizzas of the year,,pizza
224,"Pizza: En-corn! (by popular dem, one more day of corn pizza for the year) corn, onion, pasilla pepper, mozzarella , greek Feta cheese, garlic olive oil, cilantro, lime",2016-10-26 04:48:40," en-corn! (by popular dem, one more day of corn pizza for the year) corn, onion, pasilla pepper, mozzarella , greek feta cheese, garlic olive oil, cilantro, lime",,pizza
226,"Pizza: En-corn! (by popular dem, one more day of corn pizza for the year) corn, onion, pasilla pepper, mozzarella , greek Feta cheese, garlic olive oil, cilantro, lime",2016-10-27 02:50:00," en-corn! (by popular dem, one more day of corn pizza for the year) corn, onion, pasilla pepper, mozzarella , greek feta cheese, garlic olive oil, cilantro, lime",,pizza
228,"Pizza: Red bell pepper, red onion, mozzarella , Greek feta cheese, artichoke heart , Kalamata olive tapenade, garlic olive oil, parsley",2016-11-19 04:42:50," red bell pepper, red onion, mozzarella , greek feta cheese, artichoke heart , kalamata olive tapenade, garlic olive oil, parsley",,pizza
230,"Pizza: Crushed tomato, red onion, mozzarella , cave aged Gruyere cheese, garlic olive oil, parsley , oregano",2016-11-27 08:54:52," crushed tomato, red onion, mozzarella , cave aged gruyere cheese, garlic olive oil, parsley , oregano",,pizza
234,"Cheese Board Style Marghertia: Crushed tomato, mozzarella , Berkeley-made Belfiore fresh Mozzarella; garnished with garlic olive oil, Italian parsley , oregano",2019-01-22 06:42:54," crushed tomato, mozzarella , berkeley-made belfiore fresh mozzarella"," garnished with garlic olive oil, Italian parsley , oregano",cheese board style marghertia
240,"Cheese Board Style Marghertia: Crushed tomato, mozzarella , Berkeley-made Belfiore fresh Mozzarella; garnished with garlic olive oil, Italian parsley , oregano",2019-01-22 06:42:55," crushed tomato, mozzarella , berkeley-made belfiore fresh mozzarella"," garnished with garlic olive oil, Italian parsley , oregano",cheese board style marghertia
249,"Cheese Board's four cheese-three onion pizza:  Aged Asiago, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; yellow, red , green onion; garnished with parmesan cheese, garlic olive oil , Italian parsley",2019-03-07 15:17:24,"  aged asiago, mozzarella , berkeley-made belfiore fresh ricotta cheese"," yellow, red , green onion",cheese board's four cheese-three onion pizza
253,"Cheese Board's four cheese-three onion pizza:  Aged Asiago, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; yellow, red , green onion; garnished with parmesan cheese, garlic olive oil , Italian parsley",2019-03-07 15:17:25,"  aged asiago, mozzarella , berkeley-made belfiore fresh ricotta cheese"," yellow, red , green onion",cheese board's four cheese-three onion pizza
256,"Cheese Board's four cheese-three onion pizza:  Aged Asiago, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; yellow, red , green onion; garnished with parmesan cheese, garlic olive oil , Italian parsley",2019-03-08 15:29:50,"  aged asiago, mozzarella , berkeley-made belfiore fresh ricotta cheese"," yellow, red , green onion",cheese board's four cheese-three onion pizza
259,"Cheese Board's four cheese-three onion pizza:  Aged Asiago, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; yellow, red , green onion; garnished with parmesan cheese, garlic olive oil , Italian parsley",2019-03-08 15:29:51,"  aged asiago, mozzarella , berkeley-made belfiore fresh ricotta cheese"," yellow, red , green onion",cheese board's four cheese-three onion pizza
261,"Cheese Board's four cheese-three onion pizza:  Aged Asiago, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; yellow, red , green onion; garnished with parmesan cheese, garlic olive oil , Italian parsley",2019-03-09 15:20:13,"  aged asiago, mozzarella , berkeley-made belfiore fresh ricotta cheese"," yellow, red , green onion",cheese board's four cheese-three onion pizza
263,"Cheese Board's four cheese-three onion pizza:  Aged Asiago, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; yellow, red , green onion; garnished with parmesan cheese, garlic olive oil , Italian parsley",2019-03-09 15:20:14,"  aged asiago, mozzarella , berkeley-made belfiore fresh ricotta cheese"," yellow, red , green onion",cheese board's four cheese-three onion pizza
264,"Cheese Board's four cheese-three onion pizza:  Aged Asiago, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; yellow, red , green onion; garnished with parmesan cheese, garlic olive oil , Italian parsley",2019-03-10 15:57:04,"  aged asiago, mozzarella , berkeley-made belfiore fresh ricotta cheese"," yellow, red , green onion",cheese board's four cheese-three onion pizza
265,"Cheese Board's four cheese-three onion pizza:  Aged Asiago, mozzarella , Berkeley-made Belfiore fresh ricotta cheese; yellow, red , green onion; garnished with parmesan cheese, garlic olive oil , Italian parsley",2019-03-10 15:57:05,"  aged asiago, mozzarella , berkeley-made belfiore fresh ricotta cheese"," yellow, red , green onion",cheese board's four cheese-three onion pizza
471," Our 4-cheese, 3-onion pie: Mozzarella, fresh ricotta made in Berkeley by Belfiore, Dunbarton blue cheese, parmesan;  red, yellow, organic green spring onion (Golden Rule Organics);  garlic olive oil;  Italian parsley",2020-06-03 19:19:25," mozzarella, fresh ricotta made in berkeley by belfiore, dunbarton blue cheese, parmesan","  red, yellow, organic green spring onion (Golden Rule Organics)"," our 4-cheese, 3-onion pie"
